model,route,route_type,time_slot,start_hour,rep,fuel_total,fuel_drive,fuel_idle,travel_time,wait_time,distance,wait_count,reached,steps,n_left,n_right,n_straight,path
shortest_dijkstra,cross_main,long,peak,8.0,1,1101.2988,641.9005,459.3983,1032.8242,1050.1436,3657.0,10,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,2,1092.7707,704.5799,388.1908,1177.9001,887.3698,3657.0,9,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,3,957.6098,653.0844,304.5254,1063.1667,696.1179,3657.0,8,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,4,1087.701,591.1359,496.5651,907.0891,1135.1037,3657.0,10,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,5,1095.9944,663.1309,432.8635,1083.9099,989.4875,3657.0,10,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,6,1091.6774,590.5199,501.1575,912.0523,1145.6016,3657.0,10,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,7,1046.5183,598.1731,448.3453,922.7994,1024.8775,3657.0,8,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,8,1034.4506,705.1544,329.2962,1186.855,752.7418,3657.0,9,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,9,949.1908,634.8757,314.315,1014.3038,718.4962,3657.0,8,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,10,1086.6279,616.979,469.6489,974.4524,1073.5757,3657.0,10,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,11,1067.9071,636.2938,431.6133,1018.4999,986.6297,3657.0,9,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,12,1040.5341,592.8569,447.6772,912.0341,1023.3503,3657.0,9,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,13,943.5873,673.5313,270.056,1098.5825,617.3241,3657.0,9,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,14,1042.2186,652.4974,389.7212,1060.9418,890.8681,3657.0,9,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,15,1083.3284,643.6416,439.6868,1041.1421,1005.085,3657.0,10,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,16,1054.4865,602.0569,452.4297,926.6905,1034.2141,3657.0,10,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,17,991.4867,661.5577,329.929,1082.7184,754.1885,3657.0,8,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,18,948.533,671.9531,276.5798,1103.2603,632.237,3657.0,8,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,19,1036.9909,648.9,388.0908,1042.4422,887.1412,3657.0,9,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,20,1038.5053,669.2029,369.3024,1102.7194,844.1924,3657.0,9,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,21,1041.4676,614.709,426.7586,972.6707,975.5323,3657.0,9,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,22,1086.1493,614.5699,471.5794,958.7759,1077.9886,3657.0,10,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,23,1088.1179,613.9827,474.1352,968.2172,1083.831,3657.0,10,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,24,1090.4445,605.2008,485.2438,945.7665,1109.2242,3657.0,10,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,25,954.2251,632.2248,322.0003,1009.5458,736.0641,3657.0,8,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,26,1035.5869,647.3866,388.2004,1050.7735,887.3916,3657.0,9,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,27,1090.6269,664.6552,425.9717,1090.4737,973.7335,3657.0,10,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,28,949.2097,617.0431,332.1665,968.978,759.3032,3657.0,9,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,29,1035.4413,643.7706,391.6707,1035.1844,895.3244,3657.0,9,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
shortest_dijkstra,cross_main,long,peak,8.0,30,951.2582,674.0265,277.2317,1107.0078,633.7271,3657.0,9,True,10,1,1,8,1->2->8->14->20->26->32->33->34->35->36
static_fuel_dijkstra,cross_main,long,peak,8.0,1,844.7765,661.0455,183.731,960.0962,419.9927,4442.5,6,True,10,2,3,5,1->7->8->9->15->21->27->28->29->35->36
static_fuel_dijkstra,cross_main,long,peak,8.0,2,795.73,696.13,99.6,1071.7303,227.6768,4372.5,4,True,10,2,3,5,1->7->8->9->15->21->27->28->34->35->36
static_fuel_dijkstra,cross_main,long,peak,8.0,3,808.9224,680.1637,128.7587,1030.1306,294.3309,4297.2,6,True,10,2,3,5,1->7->8->14->15->21->27->33->34->35->36
